"taskID","track","automatedTranscription","sort","sortTwo"
"91190","  103-loveAmongTheNations_Chunk_11.mp3","on the ground on be right hand side of the picture in that very mistakable check jacket","11","loveAmongTheNations"
"91191","  103-loveAmongTheNations_Chunk_12.mp3","embracing the two the two leaving wedding beside him one of whom is examining the buttons on his jacket with a k","12","loveAmongTheNations"
"91192","  103-loveAmongTheNations_Chunk_13.mp3","the nation of the unusual it's a Reversal of roles because he has become exotic to her when in fact most of the standing in front of the","13","loveAmongTheNations"
"91193","  103-loveAmongTheNations_Chunk_14.mp3","would identify the exotic with the other","14","loveAmongTheNations"
"91447","  2603_Mine_Commandant_Chunk_0.mp3","this beautifully dressed figure with his long white wig and gold trimmed jacket is the commandant of a silver mine the leader of","0","Mine_Commandant"
"91448","  2603_Mine_Commandant_Chunk_1.mp3","workforce in 18th century Saxon - that made a significant contribution to the discovery and manufacture of European porcelain kalyan","1","Mine_Commandant"
"91449","  2603_Mine_Commandant_Chunk_2.mp3","play which is essential ingredient have been discovered in a mine only 50 miles southwest of my magnificent Parade of 1400 Minors","2","Mine_Commandant"
"91450","  2603_Mine_Commandant_Chunk_3.mp3","one of the highlights of the celebrations of the wedding of Augustus the strong sun in 1719 on although they were not made until around 1750 this figure","3","Mine_Commandant"
"91451","  2603_Mine_Commandant_Chunk_4.mp3","the round it will probably created in memory of that event the Miners addressed in the ceremonial outfits rather than their working clothes it was once believed that this","4","Mine_Commandant"
"91452","  2603_Mine_Commandant_Chunk_5.mp3","in front of portrait of Augustus himself Augustus Rex Augustus the king love is probably advert","5","Mine_Commandant"
"91453","  2603_Mine_Commandant_Chunk_6.mp3","commandants loyalty to the monarch rather than his identification with","6","Mine_Commandant"
"91349","  2109a_Neck_amphoraAthena_Chunk_0.mp3","response dates around 480 BC and could be seen in case 16 women in Ancient Greece it's decorated with a figure of a","0","Neck_amphoraAthena"
"91350","  2109a_Neck_amphoraAthena_Chunk_1.mp3","Amazon Mary beard of the Cambridge University Classics in the middle genetic culture of classical Greece one of the worst night","1","Neck_amphoraAthena"
"91351","  2109a_Neck_amphoraAthena_Chunk_2.mp3","was the idea of the Warrior woman and in fact I was holding this of a try","2","Neck_amphoraAthena"
"91352","  2109a_Neck_amphoraAthena_Chunk_3.mp3","female fighters who lived on the margins of the Greek world and A Few Good Men entirely at the heddles thoughts of","3","Neck_amphoraAthena"
"91353","  2109a_Neck_amphoraAthena_Chunk_4.mp3","interestingly weird customs and they were supposed to cut off one of their breasts in order to use bows and arrows more","4","Neck_amphoraAthena"
"91354","  2109a_Neck_amphoraAthena_Chunk_5.mp3","and if ever they had a male children they've course got rid of them smartly and they used to","5","Neck_amphoraAthena"
"91355","  2109a_Neck_amphoraAthena_Chunk_6.mp3","just kidnapped men briefly in order to father these kids the boys about the Amazons though it's not that there ever","6","Neck_amphoraAthena"
"91356","  2109a_Neck_amphoraAthena_Chunk_7.mp3","successful time and again these warrior women I conquered by upstanding Greek men and Greek Heroes people","7","Neck_amphoraAthena"
"91357","  2109a_Neck_amphoraAthena_Chunk_8.mp3","and Theseus repeatedly make sure the Greek manhood is Victorious over these women and","8","Neck_amphoraAthena"
"91358","  2109a_Neck_amphoraAthena_Chunk_9.mp3","DCS himself manages to take the queen of the Amazons a policy to be his bride which of course puts the Amazon","9","Neck_amphoraAthena"
"91539","  3101_Negroli_Burgonet_Chunk_0.mp3","every aspect of this helmet decoration claims the confidence and grandeur of its wearer from the personifications of Victory and Simon","0","Negroli_Burgonet"
"91540","  3101_Negroli_Burgonet_Chunk_1.mp3","to the trophies that a dorma Crest is all the more ironic then that it first came to light in England in 1935 at the sale of","1","Negroli_Burgonet"
"91541","  3101_Negroli_Burgonet_Chunk_2.mp3","drunk perhaps it was a rather corroded state that led to his being so carelessly dismissed back then it would have originally look much more splendid","2","Negroli_Burgonet"
"91542","  3101_Negroli_Burgonet_Chunk_3.mp3","any of its decorative elements picked out in gold you can just still see traces of this today judging from its style and quality is a product of the","3","Negroli_Burgonet"
"91543","  3101_Negroli_Burgonet_Chunk_4.mp3","16th century run by Filippo negroli burgonet a lightweight helmet usually use my cavalry","4","Negroli_Burgonet"
"91544","  3101_Negroli_Burgonet_Chunk_5.mp3","this lavish example could never felt the heat of battle to Stern leonine face on the visor no one of instilled Fear into an enemy but it would have been quite simple","5","Negroli_Burgonet"
"91545","  3101_Negroli_Burgonet_Chunk_6.mp3","see-through the Lion's Face illusion adventure of the ancient hero Hercules having throttled the Ferocious lion of Nemea","6","Negroli_Burgonet"
"91546","  3101_Negroli_Burgonet_Chunk_7.mp3","first service 12 labours Eva afterwards impregnable armour the lionshead protecting his own since ancient times political","7","Negroli_Burgonet"
"91547","  3101_Negroli_Burgonet_Chunk_8.mp3","sought to identify themselves with his hero Renaissance rulers followed the same trend the Holy Roman Emperor Maximilian for example himself","8","Negroli_Burgonet"
"91548","  3101_Negroli_Burgonet_Chunk_9.mp3","Hercules germanicus the German Hercules and had himself portrayed as a hero it seems that the owner of this piece was keen to promote himself in","9","Negroli_Burgonet"
"91322","  2106_OIl_flaska_warrior_arming_Chunk_0.mp3","this vase has a young man reading himself battle an attendant stand in front of him holding his Spears or he attaches his leg guards called Grey","0","OIl_flaska_warrior_arming"
"91323","  2106_OIl_flaska_warrior_arming_Chunk_1.mp3","before him is a large round shield soldiers in Ancient Greece warm themselves with this kind of equipment will hoplites prefer","1","OIl_flaska_warrior_arming"
"91325","  2106_OIl_flaska_warrior_arming_Chunk_2.mp3","College of Cambridge University Classics faculty explains the word hoplite is thought to be derived from a Greek word for shield hopland","2","OIl_flaska_warrior_arming"
"91326","  2106_OIl_flaska_warrior_arming_Chunk_3.mp3","and the key element of a hoplites equipment was indeed a large round shield basically made of wood with possibly bronze facing measuring","3","OIl_flaska_warrior_arming"
"91327","  2106_OIl_flaska_warrior_arming_Chunk_4.mp3","what's a metre in diameter and that the hoplite war that always on his left arm it's rather rough if you happen to the naturally left hand","4","OIl_flaska_warrior_arming"
"91328","  2106_OIl_flaska_warrior_arming_Chunk_5.mp3","was you in your right-hand had to carry a spear about six to eight feet long tipped with iron and you thought in what was called the phallic","5","OIl_flaska_warrior_arming"
"91329","  2106_OIl_flaska_warrior_arming_Chunk_6.mp3","is a close packed densely packed formation that's 8 ranks deep and as wide as you had men available","6","OIl_flaska_warrior_arming"
"91330","  2106_OIl_flaska_warrior_arming_Chunk_7.mp3","manoeuvre was for too hot live on is to confront each other and public the last moment actually a run to crunch into each other","7","OIl_flaska_warrior_arming"
"91331","  2106_OIl_flaska_warrior_arming_Chunk_8.mp3","I said one who I would terrorized the other into running away or breaking up or through greater cohesion greater momentum","8","OIl_flaska_warrior_arming"
"91332","  2106_OIl_flaska_warrior_arming_Chunk_9.mp3","weight broke apart the enemy and hope like battles typically would not last very long because once one or other side is broken then","9","OIl_flaska_warrior_arming"
"91324","  2106_OIl_flaska_warrior_arming_Chunk_10.mp3","Hotpoint phalangites of the other side get in amongst you and they start wreaking havoc","10","OIl_flaska_warrior_arming"
"91290","  205-parhams-mill_Chunk_0.mp3","the sound of water escaping from milldam the Willows old rotten planks slimy posts and brickwork","0","parhams_mill"
"91291","  205-parhams-mill_Chunk_1.mp3","I love such things he seems made me a painter sunrise John Constable in 1821","1","parhams_mill"
"91292","  205-parhams-mill_Chunk_2.mp3","report of his life from childhood his father was the owner of two Mills near his home in East Bergholt and was originally hoped that John would take over the family business","2","parhams_mill"
"91293","  205-parhams-mill_Chunk_3.mp3","building is paramount Mill near Gillingham in Dorset by Constable great friend John Fisher was vicar the weather a superbly observed and rendered here","3","parhams_mill"
"91294","  205-parhams-mill_Chunk_4.mp3","rain cloud in the sky to the right the wind blown trees in the centre and to the left the hint of a rainbow","4","parhams_mill"
"91729","  9903_Plaster_casts_Chunk_0.mp3","in the 12 missions around the other walls of the entrance hall plaster casts most of them based on Ancient statues the Romans themselves","0","Plaster_casts"
"91730","  9903_Plaster_casts_Chunk_1.mp3","make plaster copies of the sculpture but it was during the 16th century as the fame of the most beautiful statues of antiquity spread throughout Europe there is an import","1","Plaster_casts"
"91731","  9903_Plaster_casts_Chunk_2.mp3","forecasts began they were used decoratively in many homes and educationally in drawing schools and later schools archaeology and classical art","2","Plaster_casts"
"91732","  9903_Plaster_casts_Chunk_3.mp3","examples showing on your screen now can be seen high up in the right-hand wall as you face the entrance towards the door it is a copy of staff","3","Plaster_casts"
"91733","  9903_Plaster_casts_Chunk_4.mp3","now in the capital I'm museum in Rome depicting Anthony Louis the Beloved companion of the Emperor Hadrian who drowned in the Nile in 138 d","4","Plaster_casts"
"91734","  9903_Plaster_casts_Chunk_5.mp3","the grieving emperor declared that is favourite to become a god and auntie notice proved to be one of the most popular deities of the later Roman Empire","5","Plaster_casts"
"91735","  9903_Plaster_casts_Chunk_6.mp3","which is a copy is thought to have been excavated from the site of Hadrian's Villa at Tivoli outside Rome as was another image of Anton Lewis now and then","6","Plaster_casts"
"91202","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_0.mp3","when the Fitzwilliam Museum acquires portrait by Frans hals in 1879 it looked rather different a previous owner painted over the background in","0","Portrait_of_an_unknown_man .."
"91203","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_1.mp3","paint an obliterated the sitters great black broad brimmed hat I love you was appreciated in his own lifetime particularly in his native haarlem","1","Portrait_of_an_unknown_man .."
"91204","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_2.mp3","is rough spontaneous style found a few admirers until the late 19th Century when it was rediscovered not least by Vincent Van Gogh what a joy","2","Portrait_of_an_unknown_man .."
"91205","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_3.mp3","friend's house he wrote two centuries after the artist death how different from those pictures but everything has been carefully smooth down in the same way","3","Portrait_of_an_unknown_man .."
"91206","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_4.mp3","art historian Julia tozer considers what Van Gogh might have appreciated about this particular work by his fellow countrymen I think one of the things he would have","4","Portrait_of_an_unknown_man .."
"91207","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_5.mp3","beloved about this portrait was that how's was celebrating his own people in a way that van Gogh also was to do he was to go","5","Portrait_of_an_unknown_man .."
"91208","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_6.mp3","do you paint portraits of people whose lives would otherwise have been on recorded and there's something about the man in this painting and with his tousled hair and his","6","Portrait_of_an_unknown_man .."
"91209","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_7.mp3","cats and swollen and he's very very lived in face that transcends time he does seem to live and breathe in front of us and we're right back with him","7","Portrait_of_an_unknown_man .."
"91210","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_8.mp3","and that immediacy with something Van Gogh wanted to","8","Portrait_of_an_unknown_man .."
"91490","  301-richard-fitzwilliam_Chunk_0.mp3","former director of the Fitzwilliam Duncan Robinson this is a picture of Richard Fitzwilliam the man who founded this museum","0","richard_fitzwilliam"
"91491","  301-richard-fitzwilliam_Chunk_1.mp3","it was painted in the early 1760s by an artist called Joseph Wright and the actually painted it went","1","richard_fitzwilliam"
"91492","  301-richard-fitzwilliam_Chunk_2.mp3","here in Cambridge as an undergraduate at Trinity Hall even in an age of great collectors Fitzwilliam was an outstanding","2","richard_fitzwilliam"
"91493","  301-richard-fitzwilliam_Chunk_3.mp3","figure the first thing to remember about him is the breadth of his tastes this was a man who inherited the collection of Dutch pictures and weirdo","3","richard_fitzwilliam"
"91494","  301-richard-fitzwilliam_Chunk_4.mp3","lifetime to phone one of the greatest collections of paintings from the Italian Renaissance he was passionate about music he went to Paris to home his keyboard","4","richard_fitzwilliam"
"91495","  301-richard-fitzwilliam_Chunk_5.mp3","girls but while he was there began to collect music manuscript early printed scores so that by the time he died his collection was rated","5","richard_fitzwilliam"
"91496","  301-richard-fitzwilliam_Chunk_6.mp3","only to the Royal Collection Windsor Castle he was an avid collector of print so that again by the end of his life he filled hundreds of folio","6","richard_fitzwilliam"
"91497","  301-richard-fitzwilliam_Chunk_7.mp3","with over 40000 of them and finally has a book collector he acquired anything from mediaeval manuscript","7","richard_fitzwilliam"
"91498","  301-richard-fitzwilliam_Chunk_8.mp3","the printed books to contemporary travel literature and foreign language Editions all of this material 10 wagon","8","richard_fitzwilliam"
"91499","  301-richard-fitzwilliam_Chunk_9.mp3","as it was described in the Cambridge Chronicle when it arrived in 1816 came to Cambridge as his bequest","9","richard_fitzwilliam"
"91286","  204-salisbury-cathedral_Chunk_0.mp3","Salisbury Cathedral provided Constable with one of his greatest man-made subjects although here is depicted it from an unusual angle","0","salisbury_cathedral"
"91287","  204-salisbury-cathedral_Chunk_1.mp3","automated it to its natural surroundings the tall grey Spire is always visible of the huge magnificent thirteenth-century structure and leave a message almost pushed on the car","1","salisbury_cathedral"
"91288","  204-salisbury-cathedral_Chunk_2.mp3","are the trees in the foreground a small stone bridge crosses a stream probably that would jump to the bishop's fish pond into the River Avon","2","salisbury_cathedral"
"91289","  204-salisbury-cathedral_Chunk_3.mp3","first agents Salisbury in 1811 and it was there that he met the man who is his greatest friend the rev John Fisher nephew other than Bishop","3","salisbury_cathedral"
"91176","  102-Self_portraitwithPatriciaPreece_Chunk_0.mp3","Stanley Spencer likened his method of painting Patricia Preece the woman in this painting to an ant crawling over her body","0","Self_portraitwithPatriciaPreece"
"91177","  102-Self_portraitwithPatriciaPreece_Chunk_1.mp3","look at the creases in her flat hear the shot with a protruding pelvic bone the brilliantly observed range of skin tones this is no","1","Self_portraitwithPatriciaPreece"
"91179","  102-Self_portraitwithPatriciaPreece_Chunk_2.mp3","certainly forthright depiction of a naked body details suggest a physical intimacy between the artist and his model there seems to be at the same time","2","Self_portraitwithPatriciaPreece"
"91180","  102-Self_portraitwithPatriciaPreece_Chunk_3.mp3","an emotional golf between the couple who had shown his face was a board disappointed expression eyes run","3","Self_portraitwithPatriciaPreece"
"91181","  102-Self_portraitwithPatriciaPreece_Chunk_4.mp3","vacant while the man Spencer himself gave disaster not much happy one fields and she the sheets are crumpled","4","Self_portraitwithPatriciaPreece"
"91182","  102-Self_portraitwithPatriciaPreece_Chunk_5.mp3","a little sense of fulfillment centre painted this canvas in 1937 in May of that year he married Patricia","5","Self_portraitwithPatriciaPreece"
"91183","  102-Self_portraitwithPatriciaPreece_Chunk_6.mp3","only 4 days after his divorce from his first wife Hilda have been finalized in that Spencer had always fantasized about having two wives","6","Self_portraitwithPatriciaPreece"
"91184","  102-Self_portraitwithPatriciaPreece_Chunk_7.mp3","is a fit Williams former director Duncan Robinson at least he had no intention of giving up on his wife or his first","7","Self_portraitwithPatriciaPreece"
"91185","  102-Self_portraitwithPatriciaPreece_Chunk_8.mp3","and and he contemplating bigamy with complete sort of equanimity natural thing in the world to have to winning not one","8","Self_portraitwithPatriciaPreece"
"91186","  102-Self_portraitwithPatriciaPreece_Chunk_9.mp3","what's the surprise with neither of them like the idea of desire is the essence of all that is Holy Spencer once wrote","9","Self_portraitwithPatriciaPreece"
"91178","  102-Self_portraitwithPatriciaPreece_Chunk_10.mp3","is love Hilda and Patricia a son house mental here he kneels before the prone figure of his second wife like a communicant at on","10","Self_portraitwithPatriciaPreece"
"91240","  2002_Senusret_III_Chunk_0.mp3","this statue represents the king of Egypt and dates the later part of the middle Kingdom was one of Seven Kings who made up the 12th Dynasty hero Samurai","0","Senusret_III"
"91241","  2002_Senusret_III_Chunk_1.mp3","72 to 1853 BC so just over 3800 years ago today would be referred to him as soon as we're the third","1","Senusret_III"
"91245","  2002_Senusret_III_Chunk_2.mp3","when was one of political change region with a more centralised administration coming into effect that a series of campaigns against the country to the south of Egypt","2","Senusret_III"
"91246","  2002_Senusret_III_Chunk_3.mp3","built a series of fortifications to protect his realm one of the most notable developments during this and his successor I'm an Angel","3","Senusret_III"
"91247","  2002_Senusret_III_Chunk_4.mp3","play would you pick sit on the statues this period has been represented with stylized facial features if we look at","4","Senusret_III"
"91248","  2002_Senusret_III_Chunk_5.mp3","a representation which is typical of the statues we see that the facial features appear to be more life like the heavy hooded eyelids prominent brought","5","Senusret_III"
"91249","  2002_Senusret_III_Chunk_6.mp3","strong jawline are all typical as soon as it's representation however rather than accepting that this is how Sinatra may have looked the majority of egyptologist prefer to","6","Senusret_III"
"91250","  2002_Senusret_III_Chunk_7.mp3","this is what we call a psychological portrait in other words that the feature symbolises Wisdom through his aged appearance or vigilance through the provenance of his eyes","7","Senusret_III"
"91251","  2002_Senusret_III_Chunk_8.mp3","if we consider that this representation of soon as may be based on his actual appearance the features also offer a clue to the ethnic and racial eyes backgrounds of some of the absurd","8","Senusret_III"
"91252","  2002_Senusret_III_Chunk_9.mp3","the strong jawline heavy eyelids and prominent cheekbones are commonly associated with the physical features of people of African descent and","9","Senusret_III"
"91242","  2002_Senusret_III_Chunk_10.mp3","it is a course on the continent of Africa it is often assumed that the ancient population was the same as the people who live there today however since the time of soon as people of many different","10","Senusret_III"
"91243","  2002_Senusret_III_Chunk_11.mp3","backgrounds have migrated and settled in Egypt most recently the Greeks the Romans and people of Arab descent statues of Kingswood typically place","11","Senusret_III"
"91244","  2002_Senusret_III_Chunk_12.mp3","sentences of temples","12","Senusret_III"
"91408","  2201_Statue_of_Serapis_with_Cerberus_Chunk_0.mp3","the statue depicts serapis a Roman form of the gods therapist who was a Greek version of an Egyptian hybrid god","0","Statue_of_Serapis_with_Cerberus"
"91409","  2201_Statue_of_Serapis_with_Cerberus_Chunk_1.mp3","what's the focus of a popular cult in a Roman world and is presented here in a distinctly Roman form in throned wearing a long Robe And A 10","1","Statue_of_Serapis_with_Cerberus"
"91410","  2201_Statue_of_Serapis_with_Cerberus_Chunk_2.mp3","remarkable animal companion cerberus the three-headed dog who guarded the entrance to the underworld in Roman myth","2","Statue_of_Serapis_with_Cerberus"
"91411","  2201_Statue_of_Serapis_with_Cerberus_Chunk_3.mp3","types of marble a grey stone is used with the gods clothes on a lighter marble represents his flash this serviced with original how to set","3","Statue_of_Serapis_with_Cerberus"
"91412","  2201_Statue_of_Serapis_with_Cerberus_Chunk_4.mp3","raise left hand and have been topped by bearded head the head of year that he was here it's probably a green and decorated here was foliage","4","Statue_of_Serapis_with_Cerberus"
"91413","  2201_Statue_of_Serapis_with_Cerberus_Chunk_5.mp3","in the gods associations with fertility several senior Roman gods were depicted with long hair and beards the curls of the forehead of this bust","5","Statue_of_Serapis_with_Cerberus"
"91414","  2201_Statue_of_Serapis_with_Cerberus_Chunk_6.mp3","potted on a centre however a distinct to serapis Roman Emperors adopted the same features in the 3rd century a.d. to associate themselves","6","Statue_of_Serapis_with_Cerberus"
"91397","  2114_Ten_drachma_piece_Chunk_0.mp3","this is a 10 drachma issued by the Sicilian city of Syracuse in around 400 BC it's a real masterpiece of Greek coinage","0","Ten_drachma_piece"
"91398","  2114_Ten_drachma_piece_Chunk_1.mp3","the work of you I noticed one of the few dying drivers in the world with sign that were on one side of female charioteer holds a gold of","1","Ten_drachma_piece"
"91400","  2114_Ten_drachma_piece_Chunk_2.mp3","galloping steed's while a winged figure of Victory flies above the Crown her with a wreath beneath the chariot are items of armour Mayhem","2","Ten_drachma_piece"
"91401","  2114_Ten_drachma_piece_Chunk_3.mp3","breastplate Greaves on better preserved examples of the same coin these are labelled after the Greek word for prizes it's on","3","Ten_drachma_piece"
"91402","  2114_Ten_drachma_piece_Chunk_4.mp3","exactly what these prizes might be one Siri relates them to the unsuccessful siege of Syracuse by Athenians which was abandoned in 413 BC","4","Ten_drachma_piece"
"91403","  2114_Ten_drachma_piece_Chunk_5.mp3","is Greek coin specialist EV market there is the probability that these coins were issued after the departure","5","Ten_drachma_piece"
"91404","  2114_Ten_drachma_piece_Chunk_6.mp3","the Athenians and the end of the Siege and that's the arms to pick it up at the bottom part of coin where actually they are","6","Ten_drachma_piece"
"91405","  2114_Ten_drachma_piece_Chunk_7.mp3","from the Athenians and offered is prices to games to commemorate this event the female head on the other side","7","Ten_drachma_piece"
"91406","  2114_Ten_drachma_piece_Chunk_8.mp3","show on your screen surrounded by Tiny dolphins is arethusa and mint to attract the unwanted attentions of the river god alpheus","8","Ten_drachma_piece"
"91407","  2114_Ten_drachma_piece_Chunk_9.mp3","in the peloponnese on mainland Greece has arethusa fled him The Chase goddess Artemis turned into a stream which flows under the sea","9","Ten_drachma_piece"
"91399","  2114_Ten_drachma_piece_Chunk_10.mp3","an emergent at the spot on Sicily where I refuse would be founded she just became a suitable catering dirty for the Greeks have left their Homeland and set","10","Ten_drachma_piece"
"91667","  802_Teresa_of_Avilà's_Vision_of_the_Dove_Chunk_0.mp3","this painting shows the visionary St Teresa of Jesus a 16th century Spanish nun who came from avalor and who found is not","0","Teresa_of_Avilà's_Vision_of_the_Dove"
"91668","  802_Teresa_of_Avilà's_Vision_of_the_Dove_Chunk_1.mp3","a monastic order called the barefoot carmelites Teresa describe the vision of aid of the traditional symbol of the holy spirit in aorta","1","Teresa_of_Avilà's_Vision_of_the_Dove"
"91669","  802_Teresa_of_Avilà's_Vision_of_the_Dove_Chunk_2.mp3","in the 1560s on the eve of Pentecost after mass I went to a very lonely spot were often used to pray","2","Teresa_of_Avilà's_Vision_of_the_Dove"
"91670","  802_Teresa_of_Avilà's_Vision_of_the_Dove_Chunk_3.mp3","down to read about the Feast can I sort over my head very different from those we usually see","3","Teresa_of_Avilà's_Vision_of_the_Dove"
"91671","  802_Teresa_of_Avilà's_Vision_of_the_Dove_Chunk_4.mp3","have not the same plumage twins formed by small shells shining brightly it was larger than ordinary Dad","4","Teresa_of_Avilà's_Vision_of_the_Dove"
"91672","  802_Teresa_of_Avilà's_Vision_of_the_Dove_Chunk_5.mp3","I could hear the rustling of its wings covered above me during the space of an Ave Maria but such as the date of my soul","5","Teresa_of_Avilà's_Vision_of_the_Dove"
"91673","  802_Teresa_of_Avilà's_Vision_of_the_Dove_Chunk_6.mp3","using itself it also lost sight of the dove Teresa died in 1582 and the road to sainthood was a remarkable Swift One","6","Teresa_of_Avilà's_Vision_of_the_Dove"
"91674","  802_Teresa_of_Avilà's_Vision_of_the_Dove_Chunk_7.mp3","Reuben's who lived in the Netherlands under Spanish rule painted a several times this cannabis was probably made to commemorate at beatification in 60","7","Teresa_of_Avilà's_Vision_of_the_Dove"
"91675","  802_Teresa_of_Avilà's_Vision_of_the_Dove_Chunk_8.mp3","an important step towards full st. would she was fully canonized on the 12th of March 1620","8","Teresa_of_Avilà's_Vision_of_the_Dove"
"91423","  2203_Terracotta_head_Chunk_0.mp3","these heads which would originally have been attached the bodies were found in a sanctuary at Salamis on the eastern coast of Cyprus they don't from around 600 BC","0","Terracotta_head"
"91424","  2203_Terracotta_head_Chunk_1.mp3","what is known as the archaic period in Ancient Cypriot history when the island was dominated first by Assyrians and Egyptians and Persians","1","Terracotta_head"
"91425","  2203_Terracotta_head_Chunk_2.mp3","is heads while being distinctly Cypriot also suggest this for an influence is Greek Cypriot archaeologist evie-mae Sophie's art","2","Terracotta_head"
"91426","  2203_Terracotta_head_Chunk_3.mp3","mould made heads may heads are very proper to the Alex hyper even though the evening","3","Terracotta_head"
"91427","  2203_Terracotta_head_Chunk_4.mp3","from the Eastern world they reached thick eyebrows and their close-fitting cups are characteristics","4","Terracotta_head"
"91428","  2203_Terracotta_head_Chunk_5.mp3","off that style many of these objects have been found in Cyprus and the Eastern leaflets is can also be proved","5","Terracotta_head"
"91429","  2203_Terracotta_head_Chunk_6.mp3","facts that one of these figures even don't make you There lyrics really amazing","6","Terracotta_head"
"91438","  2601-The Angry Harlequin_Chunk_0.mp3","the Komedia dell'arte was a form of theatre that originated on the streets of Italy and 16th century became popular in Europe not least at the Saxon","0","The Angry Harlequin"
"91439","  2601-The Angry Harlequin_Chunk_1.mp3","menu the stock characters are still familiar today harlequin princess with his distinctive lozenge pattern clothes is flirtatious sweetheart","1","The Angry Harlequin"
"91440","  2601-The Angry Harlequin_Chunk_2.mp3","the trailer for millions of the English in his incarnation as Mr Punch this figure depicts Harley Quinn in angry mood","2","The Angry Harlequin"
"91441","  2601-The Angry Harlequin_Chunk_3.mp3","is agility here a doctor characteristically exaggerated pose comparatively unusual from mice and figure is the emphasis on Harlequins ugliness here","3","The Angry Harlequin"
"91442","  2601-The Angry Harlequin_Chunk_4.mp3","is lips a turned down in a petulant scowl and his bushy eyebrows and large black facial wart do little to enjoy him Harlequins and Biggie","4","The Angry Harlequin"
"91443","  2601-The Angry Harlequin_Chunk_5.mp3","is set forth in the following description by an 18th century writer he is a mixture of stupidity naivety we're clumsy","5","The Angry Harlequin"
"91444","  2601-The Angry Harlequin_Chunk_6.mp3","and Grace is an overgrown boy with occasional glimmers of intelligence and his mistakes and blundering often have wayward charm","6","The Angry Harlequin"
"91445","  2601-The Angry Harlequin_Chunk_7.mp3","his role is that of the faithful manservant always patient gullible and greedy is always amorous","7","The Angry Harlequin"
"91446","  2601-The Angry Harlequin_Chunk_8.mp3","forever getting himself or his master into trouble he's hurt and comforted as easily as a child and his grief","8","The Angry Harlequin"
"91627","  706_The_Contest_between_the_Muses_and_the_Pierides_Chunk_0.mp3","having dad to contest with amuses and defeated by voice they not fly as magpies imitating everything","0","The_Contest_between_the_Muses_and_the_Pierides"
"91628","  706_The_Contest_between_the_Muses_and_the_Pierides_Chunk_1.mp3","inscription on the back of this large plate of the day in question are the 9 daughters of King Pierce The parodies who is","1","The_Contest_between_the_Muses_and_the_Pierides"
"91629","  706_The_Contest_between_the_Muses_and_the_Pierides_Chunk_2.mp3","challenging the nine Muses to a musical contest in the background a jury of nymphs and Gardens listen look for Minerva holding a spear","2","The_Contest_between_the_Muses_and_the_Pierides"
"91630","  706_The_Contest_between_the_Muses_and_the_Pierides_Chunk_3.mp3","and Mercury with his winged hat the story comes from the metamorphoses along work by the Roman poet of it it tells how the parodies","3","The_Contest_between_the_Muses_and_the_Pierides"
"91631","  706_The_Contest_between_the_Muses_and_the_Pierides_Chunk_4.mp3","is the contest that question the judge's decision and the punished with a presumption and rudeness by being turned into magpies the parodies","4","The_Contest_between_the_Muses_and_the_Pierides"
"91632","  706_The_Contest_between_the_Muses_and_the_Pierides_Chunk_5.mp3","punishment for challenging Immortals the musical competitions could be a hazard as business in Greek myths the satyr massias after competing","5","The_Contest_between_the_Muses_and_the_Pierides"
"91633","  706_The_Contest_between_the_Muses_and_the_Pierides_Chunk_6.mp3","losing to apollo's lyre on his pipes was flayed alive","6","The_Contest_between_the_Muses_and_the_Pierides"
"91647","  801_The_Death_of_Hippolytus_Chunk_0.mp3","this painting by the great Flemish artist Peter Paul Rubens is a masterpiece of controlled chaos the subject of the death of","0","The_Death_of_Hippolytus"
"91648","  801_The_Death_of_Hippolytus_Chunk_1.mp3","son of the Greek hero of CCS falsely accused by his stepmother Phaedra of attempting her rape the policies is cursed and banished why is","1","The_Death_of_Hippolytus"
"91659","  801_The_Death_of_Hippolytus_Chunk_2.mp3","the sea god Poseidon and sends a monstrous bull from the depths of the sea which terrifies the young man's chariot team and causes the car","2","The_Death_of_Hippolytus"
"91660","  801_The_Death_of_Hippolytus_Chunk_3.mp3","that we witness hear Rubens sea monster that glaring yellow-eyed sharp horns and thrashing tail is a strike","3","The_Death_of_Hippolytus"
"91661","  801_The_Death_of_Hippolytus_Chunk_4.mp3","fearsome beast but the emotional tone of the painting is really sad by the horse that rears up in the middle look at his face","4","The_Death_of_Hippolytus"
"91662","  801_The_Death_of_Hippolytus_Chunk_5.mp3","is download is prone a master with a normal human look of indignation the traditional positions of charity and horse have been dramatically reversed","5","The_Death_of_Hippolytus"
"91663","  801_The_Death_of_Hippolytus_Chunk_6.mp3","and the other seeds kick out frantically in all directions the flowing mains reflecting the breaking waves","6","The_Death_of_Hippolytus"
"91664","  801_The_Death_of_Hippolytus_Chunk_7.mp3","nobody has yet to make full contact with the ground but the red rose spread beneath them anticipates the blood that was shortly soon flow","7","The_Death_of_Hippolytus"
